movieId,cast,director,overview
144714,"Mary-Kate Olsen,Ashley Olsen,Jim Meskimen,Tamara Clatterbuck,Robert Miano",Craig Shapiro,"Follow Mary-Kate and Ashely halfway around the world in this Aussie adventure jam packed with non-stop action, laughs, super spies and surfer guys. The extraordinary escapade begins when the girls eyewitness a crime and are forced to go undercover in the FBI Witness Protection Program."
144716,"Kelly Bohanon,Kevin Hearst,Caroline Hildebrand,Keith Carradine,Dale Hopkins",Peter Fonda,"A crew of young researchers escape into the future to avoid the shutdown of their project. They find that some type of 'eco-crisis' disaster has de-populated the area around their lab (in rural Idaho) and, by implication, the nation or maybe the world. Stranded in the barren future, in their travels they encounter an abandoned freight train possibly full of corpses (maybe, it isn't very clear). One of them travels further into the future and meets a family in a futuristic automobile, implying that that humankind has recovered from the disaster (or have they?)"
144734,"Jacqueline Bisset,Alexandra Schepisi,Cameron Daddo,Jerome Ehlers",Scott Hartford-Davis,"Set in Victoria, Australia, the made-for-TV Witch Hunt concerns an infant girl named Hannah, who is abducted by her grandmother Barbara Thomas (Jacqueline Bisset). Hannah's father David Overton (Cameron Daddo), convinced that Barbara is the head of a coven of witches, inaugurates a desperate nationwide search for his missing daughter. However, David may have a sinister agenda of his own, as indicated by the fact that his wife recently died under mysterious circumstances. Originally telecast by Australia's Network Ten on May 2, 1999, Witch Hunt later aired in the U.S. courtesy of cable's Lifetime network"
144976,"Will Smith,Alec Baldwin,Albert Brooks,Gugu Mbatha-Raw,David Morse",Peter Landesman,"A dramatic thriller based on the incredible true David vs. Goliath story of American immigrant Dr. Bennet Omalu, the brilliant forensic neuropathologist who made the first discovery of CTE, a football-related brain trauma, in a pro player and fought for the truth to be known. Omalu's emotional quest puts him at dangerous odds with one of the most powerful institutions in the world."
145080,"Noah Schnapp,Bill Melendez,Marleik 'Mar Mar' Walker,Alexander Garfin,Hadley Belle Miller",Steve Martino,"Snoopy embarks upon his greatest mission as he and his team take to the skies to pursue their arch-nemesis, while his best pal Charlie Brown begins his own epic quest."
145150,"Daniel Bernhardt,Ivan Ivanov,Lisa Stothard,Stefanos Miltsakakis,Jeff Moldovan",Elvis Restaino,"Agent John Keller goes undercover into the tough prison known as Fuego Penal to find out about the corpses of prisoners disappearing without a trace. There he gets involved in a dangerous tournament arranged by a man named Justin Caesar, where the prisoners are forced fight to death."
145283,"Nodar Mgaloblishvili,Aleksandr Abdulov,Semyon Farada,Leonid Bronevoy,Tatyana Pelttser",Mark Zakharov,"A young aristocrat, Aleksei Fedyashev, is languishing in his family's country estate, spending his days reading poetry and confessing his love... to a statue. Upon hearing that famous Count Cagliostro is touring Russia and has created quite a buzz in high society with his ""magic"", he decides to ask the Count to bring the statue to life..."
145418,"Andrey Mironov,Aleksandra Yakovleva-Aasmyae,Mikhail Boyarskiy,Oleg Tabakov,Nikolai Karachentsov",Alla Surikova,Mr Jonny First arrives to the Wild West to present the art of the Cinematograph.
145491,"Vasiliy Livanov,Borislav Brondukov,Vitali Solomin",Igor Maslennikov,"The Hound of the Baskervilles  is a 1981 Soviet film adaptation of Arthur Conan Doyle's novel The Hound of the Baskervilles. It was the third installment in the TV series about adventures of Sherlock Holmes and Doctor Watson. A potent streak of humour ran through the film as concerns references to traditional British customs and stereotypes, ensuring the film's popularity with several generations of Russophone viewers. Other features of this best entry in the series include excellent exterior shots which closely match the novel's setting in the Dartmoor marshland, as well as an all-star cast: in addition to the famous Livanov -Solomin duo as Holmes and Watson, the film stars the internationally acclaimed actor/director Nikita Mikhalkov as Sir Henry Baskerville and the Russian movie legend Oleg Yankovsky as the villain Stapleton."
145724,"Alan Ritchson,Darin Brooks,Chris Romano,Frankie Shaw,Ed Marinaro",Lev L. Spiro,"With Blue Mountain State football star Thad Castle recently signing a multi-million dollar NFL contract, his teammates and college life seem like a distant memory. However, when a new school dean threatens to clean up the BMS image by auctioning off the infamous Goat House, Alex, Sammy and the boys must find a way to convince him to get involved. Despite his new fortune and fame, there is one small favor that Thad needs done before he saves the day: the biggest booze-and-sloot fest in BMS history. Welcome to Thadland!"
145745,"Shah Rukh Khan,Madhuri Dixit,Karisma Kapoor,Akshay Kumar,Farida Jalal",Yash Chopra,"Rahul is a dancer and the director of a dance troupe. His best friend Nisha, who is a member of his troupe, is secretly in love with him. But he gets attracted to Pooja, who is engaged to Ajay."
145839,"Koji Yakusho,Aoi Miyazaki,Shota Sometani,Suzu Hirose,Sumire Morohoshi",Mamoru Hosoda,"Kyuta, a boy living in Shibuya, and Kumatetsu, a lonesome beast from Jutengai, an imaginary world. One day, Kyuta forays into the imaginary world and, as he's looking for his way back, meets Kumatetsu who becomes his spirit guide. That encounter leads them to many adventures."
145935,"Michael B. Jordan,Sylvester Stallone,Tessa Thompson,Phylicia Rashād,Tony Bellew",Ryan Coogler,"The former World Heavyweight Champion Rocky Balboa serves as a trainer and mentor to Adonis Johnson, the son of his late friend and former rival Apollo Creed."
145951,"Jay Baruchel,Gerard Butler,Craig Ferguson,America Ferrera,Jonah Hill",Tom Owens,"The Viking town of Berk, now enjoying its new alliance with the dragons, is preparing for its annual winter holiday of Snoggletog. However, that spirit is threatened when all the dragons, except Toothless who needs Hiccup to help him, suddenly fly away for some reason. While Astrid ineffectually tries to salvage the occasion, Hiccup decides to build Toothless a new prosthetic to allow him to fly independently, only to have the dragon take off as well. However, as the holiday approaches, Hiccup finds himself swept up to learn the dragons' secret the hard way and to find a solution to bring them home early."
145994,"Anais Bordier,Samantha Futerman,Kanoa Goo","Samantha Futerman,Ryan Miyamoto","Adopted from South Korea, raised on different continents &amp; connected through social media, Samantha &amp; Anaïs believe that they are twin sisters separated at birth."
146024,"Chris Wedge,Ray Romano,John Leguizamo,Denis Leary",Mike Thurmeier,Scrat struggles once again to protect his nut.
146028,"Anthony Hopkins,Jeffrey Dean Morgan,Abbie Cornish,Colin Farrell,Marley Shelton",Afonso Poyart,"A psychic doctor, John Clancy, works with an FBI special agent in search of a serial killer."
146210,"Josh Duhamel,Josh Wiggins,Lynn Collins,Emma Fuhrmann",Trey Nelson,A small time crook and a newly-orphaned teenage boy team up to perform a string of robberies.
146244,"Coluche,Roland Giraud,Josiane Balasko,Charlotte de Turckheim,Jacques Debary",Claude Berri,"After having lost his job for having saved a child accused of shop lifting, Frédéric Barbier decides to become a school teacher with some funny results.The great comedy actor Coluche is excellent as a simple school teacher."
146309,"Robert Downey Jr.,Alan Arkin,Ele Keats,Christopher Buchholz,Regina Nemni","Michelangelo Antonioni,Steven Soderbergh,Wong Kar-wai","A three-part anthology film about love and sexuality: a menage-a-trois between a couple and a young woman on the coast of Tuscany; an advertising executive under enormous pressure at work, who, during visits to his psychiatrist, is pulled to delve into the possible reasons why his stress seems to manifest itself in a recurring erotic dream; and a story of unrequited love about a beautiful, 1960s high-end call girl in an impossible affair with her young tailor."
146656,"Jean-Paul Rouve,Marilou Berry,Omar Sy,Lannick Gautry,Julie Fournier","Olivier Nakache,Eric Toledano","Set in 1992, a manager Vincent has to run a children's holiday camp for three weeks and to face the unexpected concerning the place, his colleagues, various problems linked to children about the rooms, trips, their belongings..."
146662,"Nadezhda Rumyantseva,Nikolai Rybnikov,Svetlana Druzhinina,Lyusyena Ovchinnikova,Roman Filippov",Yuri Chulyukin,"One of the most popular Soviet films of the 60th, ""Devchata"" is a perfect example of how to make a wonderful movie in the most difficult genre of comedy/romance. ""Devchata"" is funny, heartwarming, charmingly naive yet involving and moving. Nadezda Rumiantseva gives a star making performance as a teenager Tosya who came to work as a cook in a logging company located in the distant Siberain village with the long and snowy winter. On her first day, she meets Ilya (Nikolai Rybnikov), the most popular and attractive guy who is equally known for his success on the working place and with the girls. Ilya makes the bet with the friends that the new cook will fall in love with him in no later than two weeks..."
